G0600010	112.71428571428571
G0600050	-35.142857142857146
G0600070	142.71428571428572
G0600090	-81.85714285714286
G0600110	96.28571428571429
G0600130	119.42857142857142
G0600150	46.5
G0600170	-58.85714285714286
G0600190	104.14285714285714
G0600210	-37.52380952380952
G0600230	-93.0
G0600250	-64.85714285714286
G0600270	-127.57142857142856
G0600290	-114.14285714285714
G0600310	82.00000000000001
G0600330	-33.28571428571428
G0600350	-58.0
G0600370	71.0
G0600390	-78.71428571428571
G0600410	105.85714285714288
G0600430	-132.71428571428572
G0600450	100.0
G0600470	89.71428571428571
G0600490	94.0
G0600510	-212.78571428571428
G0600530	116.28571428571428
G0600550	131.71428571428572
G0600570	-71.14285714285714
G0600590	92.35714285714286
G0600610	82.71428571428572
G0600630	158.0
G0600650	79.21428571428572
G0600670	-124.28571428571428
G0600690	69.14285714285714
G0600710	117.57142857142857
G0600730	86.57142857142858
G0600750	94.57142857142857
G0600770	104.71428571428572
G0600790	81.71428571428572
G0600810	-86.99999999999999
G0600830	111.57142857142858
G0600850	-79.42857142857143
G0600870	-67.57142857142857
G0600890	51.92857142857143
G0600910	-60.0
G0600930	102.42857142857142
G0600950	114.57142857142856
G0600970	-80.71428571428571
G0600990	111.0
G0601010	109.42857142857142
G0601030	-73.14285714285714
G0601050	138.33333333333334
G0601070	155.71428571428572
G0601090	-50.99999999999999
G0601110	66.28571428571429
G0601130	40.42857142857143
G0800010	60.71428571428571
G0800030	-56.42857142857143
G0800050	51.5
G0800070	-39.0
G0800130	52.285714285714285
G0800150	24.142857142857146
G0800190	-28.0
G0800290	-339.0
G0800310	49.714285714285715
G0800350	-41.0
G0800370	35.0
G0800390	-46.0
G0800410	-30.714285714285715
G0800430	84.0
G0800450	-187.0
G0800470	-19.714285714285715
G0800490	13.799999999999997
G0800510	-32.28571428571429
G0800570	-9.428571428571427
G0800590	-22.000000000000007
G0800670	-92.71428571428572
G0800690	-55.714285714285715
G0800750	-7.142857142857142
G0800770	38.92857142857143
G0800810	-11.0
G0800830	-26.142857142857146
G0800850	-177.5
G0800870	-7.571428571428573
G0800930	-29.42857142857143
G0800970	-45.14285714285715
G0800990	78.85714285714285
G0801010	-64.0
G0801030	-28.42857142857143
G0801070	58.00000000000001
G0801130	-99.33333333333333
G0801170	-55.0
G0801190	-72.14285714285714
G0801230	47.0
G1200010	42.285714285714285
G1200030	-22.857142857142858
G1200050	51.71428571428571
G1200090	-31.857142857142854
G1200110	47.14285714285714
G1200170	-61.0
G1200210	50.0
G1200230	-23.142857142857146
G1200310	-56.0
G1200330	-53.42857142857142
G1200350	-18.857142857142854
G1200450	47.5
G1200470	164.0
G1200550	-18.999999999999996
G1200570	47.42857142857143
G1200590	-24.142857142857146
G1200610	-21.428571428571427
G1200690	-24.0
G1200710	-31.142857142857142
G1200730	-41.16666666666667
G1200770	-32.142857142857146
G1200810	28.71428571428571
G1200830	-34.14285714285714
G1200850	-41.57142857142857
G1200860	42.64285714285714
G1200870	-53.0
G1200890	-48.83333333333333
G1200910	-22.57142857142857
G1200950	-60.14285714285715
G1200970	-22.857142857142858
G1200990	-39.42857142857143
G1201010	-41.85714285714286
G1201030	-47.857142857142854
G1201050	53.71428571428572
G1201070	70.0
G1201090	17.714285714285715
G1201110	-30.666666666666668
G1201130	-37.285714285714285
G1201150	36.714285714285715
G1201170	-46.0
G1201270	-52.11904761904763
G1201290	-30.857142857142858
G1300210	61.0
G1300510	57.42857142857143
G1300550	63.0
G1300570	31.285714285714285
G1300590	79.5
G1300630	-70.5
G1300670	-61.33333333333333
G1300690	-45.5
G1300730	-14.42857142857143
G1300770	23.4
G1300850	29.2
G1300890	-50.199999999999996
G1300950	91.33333333333333
G1300970	61.85714285714286
G1301050	-27.0
G1301110	20.933333333333334
G1301130	33.942857142857136
G1301150	-84.0
G1301210	-54.416666666666664
G1301270	56.0
G1301350	-73.0
G1301390	-87.0
G1301510	22.857142857142858
G1301530	93.0
G1301850	130.0
G1302130	-46.57142857142857
G1302150	-102.5
G1302230	93.5
G1302310	42.42857142857143
G1302450	98.5
G1302470	-24.0
G1302550	-48.0
G1302610	23.0
G1302950	122.0
G1303030	-108.0
G1303190	123.33333333333334
G2600050	67.0
G2600070	-70.0
G2600170	83.16666666666667
G2600190	-48.0
G2600210	71.0
G2600250	48.0
G2600270	31.142857142857146
G2600330	89.0
G2600370	20.75
G2600430	-28.857142857142854
G2600470	-64.0
G2600490	-59.5
G2600550	-66.66666666666667
G2600630	32.42857142857143
G2600650	-66.0
G2600710	-21.5
G2600770	69.0
G2600810	-63.85714285714286
G2600890	26.714285714285715
G2600910	70.33333333333333
G2600990	66.5
G2601010	76.0
G2601030	48.0
G2601050	42.57142857142858
G2601070	-17.714285714285715
G2601130	-55.0
G2601150	-83.33333333333334
G2601210	72.0
G2601250	-80.5
G2601310	18.166666666666668
G2601390	71.0
G2601410	21.5
G2601430	17.4
G2601450	-59.5
G2601470	-91.0
G2601530	35.28571428571429
G2601570	-32.28571428571429
G2601610	-41.57142857142856
G2601630	73.14285714285714
G2601650	22.428571428571427
G4200010	-59.857142857142854
G4200030	-54.0
G4200050	47.14285714285714
G4200070	64.14285714285714
G4200110	70.42857142857143
G4200130	67.14285714285714
G4200150	30.285714285714285
G4200170	88.14285714285714
G4200210	49.57142857142858
G4200270	68.42857142857143
G4200290	-80.0
G4200330	41.642857142857146
G4200410	99.14285714285714
G4200430	115.14285714285714
G4200450	63.857142857142854
G4200470	39.28571428571429
G4200490	53.714285714285715
G4200510	32.57142857142858
G4200550	-58.00000000000001
G4200590	-49.14285714285714
G4200630	30.571428571428577
G4200690	56.285714285714285
G4200710	67.0
G4200730	-41.0
G4200750	61.28571428571428
G4200770	-55.285714285714285
G4200790	42.85714285714286
G4200810	-39.0
G4200850	58.285714285714285
G4200890	-36.142857142857146
G4200910	60.285714285714285
G4200950	111.71428571428572
G4200990	58.0
G4201010	62.285714285714285
G4201110	18.71428571428571
G4201150	31.714285714285715
G4201170	54.714285714285715
G4201250	52.57142857142856
G4201290	53.2
G4201310	-30.28571428571429
G4201330	79.0
G4800130	-35.85714285714286
G4800270	41.0
G4800290	-32.71428571428571
G4800370	-63.0
G4800390	37.71428571428571
G4800410	-32.0
G4800430	30.571428571428562
G4800550	53.599999999999994
G4800610	-61.0
G4800650	-53.0
G4800850	29.714285714285715
G4801090	19.714285714285715
G4801130	55.42857142857142
G4801210	29.857142857142858
G4801350	80.0
G4801390	-48.0
G4801410	-60.85714285714286
G4801670	-62.714285714285715
G4801710	10.714285714285715
G4801830	26.833333333333336
G4802010	49.857142857142854
G4802030	-52.0
G4802090	-21.0
G4802150	56.5
G4802210	-25.857142857142858
G4802310	19.785714285714285
G4802430	68.0
G4802450	43.99999999999999
G4802510	-26.0
G4802570	23.42857142857143
G4802730	55.714285714285715
G4803030	94.71428571428571
G4803090	-87.0
G4803150	25.5
G4803230	37.857142857142854
G4803390	-24.714285714285715
G4803490	-20.428571428571427
G4803550	45.0
G4803610	35.42857142857143
G4803670	-41.28571428571428
G4803730	-25.25
G4803750	50.0
G4803810	18.42857142857143
G4803970	-23.142857142857146
G4804230	34.42857142857143
G4804390	-55.57142857142857
G4804530	62.357142857142854
G4804690	-36.0
G4804790	-67.0
G4804850	-47.5
G5300010	48.0
G5300030	-85.0
G5300050	-197.14285714285714
G5300070	65.0
G5300090	-39.66666666666667
G5300110	-225.90476190476193
G5300130	9.0
G5300150	-93.0
G5300250	48.5
G5300270	41.0
G5300310	65.5
G5300330	-136.0
G5300350	-141.42857142857142
G5300370	-182.57142857142858
G5300390	20.366666666666667
G5300410	65.5
G5300450	-55.0
G5300470	-213.71428571428572
G5300530	-133.0
G5300570	-88.71428571428572
G5300590	-57.0
G5300610	-137.57142857142858
G5300630	-201.14285714285714
G5300650	-212.2857142857143
G5300670	97.0
G5300710	-202.42857142857142
G5300730	-128.85714285714286
G5300750	-55.0
G5300770	-202.0
